school_code,school_name,school_type,state_name,ppd_name,is_secondary
AEA6053,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN AHMAD RASDI,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6054,SEKOLAH MENENGAH KEBANGSAAN JELAI,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6055,SEKOLAH MENENGAH KEBANGSAAN TAMAN TASIK,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6056,SEKOLAH MENENGAH KEBANGSAAN BUKIT JANA,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6057,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG JAMBU,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6058,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN AUR,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6059,SEKOLAH MENENGAH KEBANGSAAN TAMAN PANGLIMA,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6060,SEKOLAH MENENGAH KEBANGSAAN KUBU GAJAH,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6061,SEKOLAH MENENGAH KEBANGSAAN MATANG,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6062,SEKOLAH MENENGAH KEBANGSAAN KLIAN PAUH,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6063,SEKOLAH MENENGAH KEBANGSAAN TOH JOHAN,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6158,SEKOLAH MENENGAH KEBANGSAAN REDANG PANJANG,MODEL KHAS,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6159,SEKOLAH MENENGAH KEBANGSAAN KAMPONG PERAK,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA6160,SEKOLAH MENENGAH KEBANGSAAN KAMUNTING BAKTI,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEB6051,SEKOLAH MENENGAH KEBANGSAAN ST. GEORGE,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEB6052,SEKOLAH MENENGAH KEBANGSAAN (P) TREACHER METHODIST,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEB6053,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEB6054,SEKOLAH MENENGAH KEBANGSAAN HUA LIAN,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEB6055,SEKOLAH MENENGAH KEBANGSAAN SRI KOTA,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEB6056,SEKOLAH MENENGAH KEBANGSAAN DARUL RIDWAN,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEE6050,SEKOLAH MENENGAH KEBANGSAAN KING EDWARD VII,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEE6058,SEKOLAH MENENGAH KEBANGSAAN DATO KAMARUDDIN,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEE6059,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ HUSSEIN,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEE6060,SEKOLAH MENENGAH KEBANGSAAN TAT BENG,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AEE6061,SEKOLAH MENENGAH KEBANGSAAN TENGKU MENTERI,SMK,PERAK,PPD LARUT/MATANG/SELAMA,True
AFT6001,SEKOLAH MENENGAH ADDINIAH,SM SABK,PERAK,PPD LARUT/MATANG/SELAMA,True
AFT6002,MAAHAD AL MAARIF AL ISLAMIAH BATU 9 PERAK,SM SABK,PERAK,PPD LARUT/MATANG/SELAMA,True
AFT6003,SABK MAAHAD AL-KHAIR LIL BANAT,SM SABK,PERAK,PPD LARUT/MATANG/SELAMA,True
AFT6004,MAAHAD AL TARBIAH AL ISLAMIAH,SM SABK,PERAK,PPD LARUT/MATANG/SELAMA,True
AFT6005,SABK SYUBBANIAH,SM SABK,PERAK,PPD LARUT/MATANG/SELAMA,True
AKE6159,KOLEJ VOKASIONAL TAIPING,KV,PERAK,PPD LARUT/MATANG/SELAMA,True
AEA1109,SEKOLAH MENENGAH KEBANGSAAN SERI MANJUNG,SMK,PERAK,PPD MANJUNG,True
AEA1110,SEKOLAH MENENGAH KEBANGSAAN AHMAD BOESTAMAM,SMK,PERAK,PPD MANJUNG,True
AEA1111,SEKOLAH MENENGAH KEBANGSAAN PANGKALAN TLDM,SMK,PERAK,PPD MANJUNG,True
AEA1112,SEKOLAH MENENGAH KEBANGSAAN BATU SEPULUH,SMK,PERAK,PPD MANJUNG,True
AEA1113,SEKOLAH MENENGAH KEBANGSAAN PANTAI REMIS,SMK,PERAK,PPD MANJUNG,True
AEA1114,SEKOLAH MENENGAH KEBANGSAAN SERI SAMUDERA,SMK,PERAK,PPD MANJUNG,True
AEA1115,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT BERUAS,SMK,PERAK,PPD MANJUNG,True
AEA1116,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' SERI KAMARUDDIN,SMK,PERAK,PPD MANJUNG,True
AEB1027,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,PERAK,PPD MANJUNG,True
AEB1031,SEKOLAH MENENGAH KEBANGSAAN NAN HWA,SMK,PERAK,PPD MANJUNG,True
AEB1033,SEKOLAH MENENGAH KEBANGSAAN DINDINGS,SMK,PERAK,PPD MANJUNG,True
AEB1034,SEKOLAH MENENGAH KEBANGSAAN AYER TAWAR,SMK,PERAK,PPD MANJUNG,True
AEB1036,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PERAK,PPD MANJUNG,True
AEE1026,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),SMK,PERAK,PPD MANJUNG,True
AEE1030,SEKOLAH MENENGAH KEBANGSAAN TOK PERDANA,SMK,PERAK,PPD MANJUNG,True
AEE1032,SEKOLAH MENENGAH KEBANGSAAN RAJA SHAHRIMAN,SMK,PERAK,PPD MANJUNG,True
AEE1036,SEKOLAH MENENGAH KEBANGSAAN AMBROSE,SMK,PERAK,PPD MANJUNG,True
AEE1037,SEKOLAH MENENGAH KEBANGSAAN PANGKOR,SMK,PERAK,PPD MANJUNG,True
AEE1038,SEKOLAH MENENGAH KEBANGSAAN DATO' IDRIS,SMK,PERAK,PPD MANJUNG,True
AFT1001,MAAHAD ISLAHIAH ADDINIAH,SM SABK,PERAK,PPD MANJUNG,True
AHA1002,KOLEJ VOKASIONAL SERI MANJUNG,KV,PERAK,PPD MANJUNG,True
AEAA001,SEKOLAH MENENGAH KEBANGSAAN KHIR JOHARI,SMK,PERAK,PPD MUALLIM,True
AEAA002,SEKOLAH MENENGAH KEBANGSAAN SLIM,SMK,PERAK,PPD MUALLIM,True
AEAA003,SEKOLAH MENENGAH KEBANGSAAN BANDAR BEHRANG 2020,SMK,PERAK,PPD MUALLIM,True
AEAA004,SEKOLAH MENENGAH KEBANGSAAN PROTON CITY,SMK,PERAK,PPD MUALLIM,True
AEBA001,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PERAK,PPD MUALLIM,True
AEBA002,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,SMK,PERAK,PPD MUALLIM,True
AEEA001,SEKOLAH MENENGAH KEBANGSAAN DATO ZULKIFLI MUHAMMAD,SMK,PERAK,PPD MUALLIM,True
AHAA001,KOLEJ VOKASIONAL SLIM RIVER,KV,PERAK,PPD MUALLIM,True
ARAA001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SLIM RIVER,SMKA,PERAK,PPD MUALLIM,True
AEA8001,SEKOLAH MENENGAH KEBANGSAAN SULTAN MUHAMMAD SHAH,SMK,PERAK,PPD PERAK TENGAH,True
AEA8002,SEKOLAH MENENGAH KEBANGSAAN SULTAN MUZAFAR SHAH 1,SMK,PERAK,PPD PERAK TENGAH,True
AEA8003,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL JALIL SHAH,SMK,PERAK,PPD PERAK TENGAH,True
AEA8004,SEKOLAH MENENGAH KEBANGSAAN LAYANG-LAYANG KIRI,SMK,PERAK,PPD PERAK TENGAH,True
AEA8005,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT LADA,SMK,PERAK,PPD PERAK TENGAH,True
AEA8006,SEKOLAH MENENGAH KEBANGSAAN LAMBOR KIRI,SMK,PERAK,PPD PERAK TENGAH,True
AEA8007,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RANGGAM,SMK,PERAK,PPD PERAK TENGAH,True
AEA8008,SEKOLAH MENENGAH KEBANGSAAN SERI ISKANDAR,SMK,PERAK,PPD PERAK TENGAH,True
AEA8009,SEKOLAH MENENGAH KEBANGSAAN SERI LONDANG,SMK,PERAK,PPD PERAK TENGAH,True
AEE8701,SEKOLAH MENENGAH KEBANGSAAN ISKANDAR SHAH,SMK,PERAK,PPD PERAK TENGAH,True
AEE8702,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL RAHMAN YAAKUB,SMK,PERAK,PPD PERAK TENGAH,True
AEE8703,SEKOLAH MENENGAH KEBANGSAAN DATO' SERI MAHARAJA LELA,SMK,PERAK,PPD PERAK TENGAH,True
AFA8001,SEKOLAH MENENGAH RAJA DR. NAZRIN SHAH,SM SABK,PERAK,PPD PERAK TENGAH,True
AFT8001,SMA MAAHAD AL AZIZ,SM SABK,PERAK,PPD PERAK TENGAH,True
AFT8002,MAAHAD EHYAK DINIAH ISLAMIAH,SM SABK,PERAK,PPD PERAK TENGAH,True
AHA8002,KOLEJ VOKASIONAL SERI ISKANDAR,KV,PERAK,PPD PERAK TENGAH,True
ARA8001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SULTAN AZLAN SHAH,SMKA,PERAK,PPD PERAK TENGAH,True
REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,SMK,PERLIS,JPN PERLIS,True
REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,SMK,PERLIS,JPN PERLIS,True
REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,SMK,PERLIS,JPN PERLIS,True
REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,SMK,PERLIS,JPN PERLIS,True
REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,SMK,PERLIS,JPN PERLIS,True
REA0077,SEKOLAH MENENGAH KEBANGSAAN DATUK JAAFAR HASSAN,SMK,PERLIS,JPN PERLIS,True
REA0078,SEKOLAH MENENGAH KEBANGSAAN SYED HUSSEIN,SMK,PERLIS,JPN PERLIS,True
REA0079,SEKOLAH MENENGAH KEBANGSAAN SANGLANG,SMK,PERLIS,JPN PERLIS,True
REA0080,SEKOLAH MENENGAH KEBANGSAAN ABI,SMK,PERLIS,JPN PERLIS,True
REA0081,SEKOLAH MENENGAH KEBANGSAAN PADANG BESAR UTARA,SMK,PERLIS,JPN PERLIS,True
REA0082,SEKOLAH MENENGAH KEBANGSAAN TENGKU BUDRIAH,SMK,PERLIS,JPN PERLIS,True
REA0083,SEKOLAH MENENGAH KEBANGSAAN DATO' ALI AHMAD,SMK,PERLIS,JPN PERLIS,True
REA0084,SEKOLAH MENENGAH KEBANGSAAN TUANKU LAILATUL SHAHREEN,SMK,PERLIS,JPN PERLIS,True
REA0085,SEKOLAH MENENGAH KEBANGSAAN BESERI,SMK,PERLIS,JPN PERLIS,True
REA0086,SEKOLAH MENENGAH KEBANGSAAN MATA AYER,SMK,PERLIS,JPN PERLIS,True
REA0087,SEKOLAH MENENGAH KEBANGSAAN GUAR NANGKA,SMK,PERLIS,JPN PERLIS,True
REB0057,SEKOLAH MENENGAH KEBANGSAAN PUTRA,SMK,PERLIS,JPN PERLIS,True
REB0058,SEKOLAH MENENGAH KEBANGSAAN PERLIS,SMK,PERLIS,JPN PERLIS,True
REE0059,SEKOLAH MENENGAH KEBANGSAAN DERMA,SMK,PERLIS,JPN PERLIS,True
REE0060,SEKOLAH MENENGAH KEBANGSAAN SYED ALWI,SMK,PERLIS,JPN PERLIS,True
REE0061,SEKOLAH MENENGAH KEBANGSAAN SYED SAFFI,SMK,PERLIS,JPN PERLIS,True
REE0062,SEKOLAH MENENGAH KEBANGSAAN SYED SIRAJUDDIN,SMK,PERLIS,JPN PERLIS,True
REE0063,SEKOLAH MENENGAH KEBANGSAAN TENGKU SULEIMAN,SMK,PERLIS,JPN PERLIS,True
REE0072,SEKOLAH MENENGAH SAINS TUANKU SYED PUTRA,SBP,PERLIS,JPN PERLIS,True
RFT0001,SEKOLAH AGAMA AL-ISLAHIYAH (MENENGAH),SM SABK,PERLIS,JPN PERLIS,True
RFT0002,SMA AL MADRASAH AL ALAWIYAH AD DINIAH,SM SABK,PERLIS,JPN PERLIS,True
RHA0002,KOLEJ VOKASIONAL KANGAR,KV,PERLIS,JPN PERLIS,True
RHA0003,KOLEJ VOKASIONAL ARAU,KV,PERLIS,JPN PERLIS,True
RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,SMKA,PERLIS,JPN PERLIS,True
RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,SMKA,PERLIS,JPN PERLIS,True
PEA1211,SEKOLAH MENENGAH KEBANGSAAN TELOK KUMBAR,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3033,SEKOLAH MENENGAH KEBANGSAAN RAJA TUN UDA,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3034,SEKOLAH MENENGAH KEBANGSAAN SERI BALIK PULAU,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3035,SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3036,SEKOLAH MENENGAH KEBANGSAAN TELUK BAHANG,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3037,SEKOLAH MENENGAH KEBANGSAAN SERI BAYU,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3038,SEKOLAH MENENGAH KEBANGSAAN PONDOK UPEH,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEA3039,SEKOLAH MENENGAH KEBANGSAAN BAYAN LEPAS,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEB3036,SEKOLAH MENENGAH KEBANGSAAN SACRED HEART,SMK,PULAU PINANG,PPD BARAT DAYA,True
PEB3038,SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA,SMK,PULAU PINANG,PPD BARAT DAYA,True
PFT3001,SMA MAAHAD AL MASHOOR AL ISLAMI,SM SABK,PULAU PINANG,PPD BARAT DAYA,True
PHA3001,KOLEJ VOKASIONAL BALIK PULAU,KV,PULAU PINANG,PPD BARAT DAYA,True
PEA2051,SEKOLAH MENENGAH KEBANGSAAN PERMATANG TOK JAYA,MODEL KHAS,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2052,SEKOLAH MENENGAH KEBANGSAAN DATUK HAJI AHMAD SAID,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2053,SEKOLAH MENENGAH KEBANGSAAN DATUK ONN,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2054,SEKOLAH MENENGAH KEBANGSAAN DATUK HAJI AHMAD BADAWI,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2055,SEKOLAH MENENGAH KEBANGSAAN SRI MUDA,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2056,SEKOLAH MENENGAH KEBANGSAAN CHUNG LING BUTTERWORTH,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2057,SEKOLAH MENENGAH KEBANGSAAN TELOK AIR TAWAR,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2058,SEKOLAH MENENGAH KEBANGSAAN DATO' KAILAN,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2082,SEKOLAH MENENGAH KEBANGSAAN MAK MANDIN,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2083,SEKOLAH MENENGAH KEBANGSAAN BAGAN JAYA,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2084,SEKOLAH MENENGAH KEBANGSAAN POKOK SENA,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2085,SEKOLAH MENENGAH KEBANGSAAN KAMPONG SELAMAT,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2086,SEKOLAH MENENGAH KEBANGSAAN BERTAM INDAH,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2087,SEKOLAH MENENGAH KEBANGSAAN KEPALA BATAS,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2088,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI HASSAN NOH,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2089,KOLEJ TINGKATAN ENAM DESA MURNI,KT6,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2090,SEKOLAH MENENGAH KEBANGSAAN GEMILANG,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2091,SEKOLAH MENENGAH SAINS KEPALA BATAS,SBP,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2092,SEKOLAH MENENGAH KEBANGSAAN BERTAM PERDANA,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2093,SEKOLAH MENENGAH KEBANGSAAN TASEK GELUGOR,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2094,SEKOLAH MENENGAH KEBANGSAAN PENDIDIKAN KHAS BUMBONG LIMA,SM KHAS,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA2095,SEKOLAH MENENGAH KEBANGSAAN BERTAM PUTRA,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEB2059,SEKOLAH MENENGAH KEBANGSAAN CONVENT BUTTERWORTH,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEB2060,SEKOLAH MENENGAH KEBANGSAAN KAMPONG KASTAM,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEB2061,SEKOLAH MENENGAH KEBANGSAAN DATUK HJ ABDUL KADIR,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEB2062,SEKOLAH MENENGAH KEBANGSAAN ST MARK,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEE2056,SEKOLAH MENENGAH KEBANGSAAN BAKTI,SMK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PFT2001,SMA DAERATUL MA'ARIFIL WATANIAH SATU,SM SABK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PFT2002,MAKTAB WAN JAH,SM SABK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PFT2003,MAAHAD AL-IMAM AN-NAWAWI,SM SABK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PFT2004,MADRASAH KHAIRIAH ISLAMIAH,SM SABK,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PHA2001,KOLEJ VOKASIONAL BUTTERWORTH,KV,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PRA2003,SEKOLAH MENENGAH KEBANGSAAN AGAMA AL-IRSHAD,SMKA,PULAU PINANG,PPD SEBERANG PERAI UTARA,True
PEA4001,SEKOLAH MENENGAH KEBANGSAAN SUNGAI ACHEH,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4002,SEKOLAH MENENGAH KEBANGSAAN VALDOR,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4003,SEKOLAH MENENGAH KEBANGSAAN SERI NIBONG,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4004,SEKOLAH MENENGAH KEBANGSAAN MUTIARA IMPIAN,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4005,SEKOLAH MENENGAH KEBANGSAAN JAWI,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4006,SEKOLAH MENENGAH KEBANGSAAN TAMAN WIDURI,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4007,SEKOLAH MENENGAH KEBANGSAAN SAUJANA INDAH,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4008,SEKOLAH MENENGAH KEBANGSAAN BATU KAWAN,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4009,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASEK MUTIARA,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4010,SEKOLAH MENENGAH KEBANGSAAN TASEK,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA4011,SEKOLAH MENENGAH KEBANGSAAN JIT SIN II,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEB4038,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEE4035,SEKOLAH MENENGAH KEBANGSAAN SIMPANG EMPAT,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEE4036,SEKOLAH MENENGAH KEBANGSAAN TUN SYED SHEH BARAKBAH,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEE4037,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN,SMK,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PHA4002,KOLEJ VOKASIONAL NIBONG TEBAL,KV,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PRA4001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SYEIKH ABDULLAH FAHIM,SMKA,PULAU PINANG,PPD SEBERANG PRAI SELATAN,True
PEA0001,SEKOLAH MENENGAH KEBANGSAAN PRAI,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0002,SEKOLAH MENENGAH KEBANGSAAN BERAPIT,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0003,SEKOLAH MENENGAH KEBANGSAAN GUAR PERAHU,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0004,SEKOLAH MENENGAH KEBANGSAAN SEBERANG JAYA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0005,SEKOLAH MENENGAH KEBANGSAAN PERMATANG RAWA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0006,SEKOLAH MENENGAH KEBANGSAAN SAMA GAGAH,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0007,SEKOLAH MENENGAH KEBANGSAAN TAMAN INDERAWASIH,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0008,SEKOLAH MENENGAH KEBANGSAAN ALMA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0009,SEKOLAH MENENGAH KEBANGSAAN MENGKUANG,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0010,SEKOLAH MENENGAH KEBANGSAAN PERMAI INDAH,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0011,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEJAHTERA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0012,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU PERDA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0013,SEKOLAH MENENGAH KEBANGSAAN PAUH JAYA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0014,SEKOLAH MENENGAH KEBANGSAAN TUN HUSSEIN ONN,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0015,SEKOLAH MENENGAH KEBANGSAAN TAMAN PERWIRA,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0016,SEKOLAH MENENGAH KEBANGSAAN PERMATANG PASIR,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0017,SEKOLAH MENENGAH KEBANGSAAN MACHANG BUBUK,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA0018,SEKOLAH MENENGAH KEBANGSAAN GUAR PERAHU INDAH,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEB0042,SEKOLAH MENENGAH KEBANGSAAN TINGGI BUKIT MERTAJAM,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEB0043,SEKOLAH MENENGAH KEBANGSAAN JALAN DAMAI,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEB0044,SEKOLAH MENENGAH KEBANGSAAN CONVENT (M) BUKIT MERTAJAM,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEB0045,SEKOLAH MENENGAH KEBANGSAAN JIT SIN,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEE0040,SEKOLAH MENENGAH KEBANGSAAN BUKIT MERTAJAM,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEE0041,SEKOLAH MENENGAH KEBANGSAAN PENANTI,SMK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEE0051,SEKOLAH MENENGAH SAINS TUN SYED SHEH SHAHABUDIN,SBP,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PFT0001,SMA DAERATUL MAARIFIL WATANIAH 2,SM SABK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PFT0002,SEKOLAH MENENGAH AGAMA AL-AHMADIAH AL-IJTIMAIAH,SM SABK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PFT0003,SEKOLAH MENENGAH ISLAM AL-MASRIYAH,SM SABK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PFT0004,SMA FAQIAH DAIMIAH,SM SABK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PFT0005,SEKOLAH MENENGAH AGAMA AL MAAHADUL ISLAMI TASEK JUNJUNG,SM SABK,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PHA0001,KOLEJ VOKASIONAL SEBERANG PERAI,KV,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH TAHIR JALALUDDIN,SMKA,PULAU PINANG,PPD SEBERANG PRAI TENGAH,True
PEA1090,SEKOLAH MENENGAH KEBANGSAAN ABDULLAH MUNSHI,SMK,PULAU PINANG,PPD TIMUR LAUT,True
PEA1091,SEKOLAH MENENGAH KEBANGSAAN (P) SRI MUTIARA,SMK,PULAU PINANG,PPD TIMUR LAUT,True
PEA1092,KOLEJ TINGKATAN ENAM HUTCHINGS,KT6,PULAU PINANG,PPD TIMUR LAUT,True
PEA1093,SEKOLAH MENENGAH KEBANGSAAN BUKIT GAMBIR,SMK,PULAU PINANG,PPD TIMUR LAUT,True
PEA1094,SEKOLAH MENENGAH KEBANGSAAN AIR ITAM,SMK,PULAU PINANG,PPD TIMUR LAUT,True
PEA1210,SEKOLAH MENENGAH KEBANGSAAN HAMID KHAN,SMK,PULAU PINANG,PPD TIMUR LAUT,True
PEA1212,SEKOLAH MENENGAH KEBANGSAAN BUKIT JAMBUL,SMK,PULAU PINANG,PPD TIMUR LAUT,True
PEA1213,SEKOLAH MENENGAH KEBANGSAAN SUNGAI NIBONG,SMK,PULAU PINANG,PPD TIMUR LAUT,True
