school_code,school_name,school_type,state_name,ppd_name,is_secondary
DFT4002,SMU (A) TARBIAH ISLAMIAH,SM SABK,KELANTAN,PPD PASIR PUTIH,True
DFT4003,SMU(A) ITTIFAKIAH,SM SABK,KELANTAN,PPD PASIR PUTIH,True
DHA4001,KOLEJ VOKASIONAL PASIR PUTEH,KV,KELANTAN,PPD PASIR PUTIH,True
DEA5325,SEKOLAH MENENGAH KEBANGSAAN IPOH,SMK,KELANTAN,PPD TANAH MERAH,True
DEA5416,SEKOLAH MENENGAH KEBANGSAAN TAN SRI MOHAMED YAACOB,SMK,KELANTAN,PPD TANAH MERAH,True
DEA5417,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH (1),SMK,KELANTAN,PPD TANAH MERAH,True
DEA5418,SEKOLAH MENENGAH KEBANGSAAN LADANG KERILLA,SMK,KELANTAN,PPD TANAH MERAH,True
DEA5419,SEKOLAH MENENGAH KEBANGSAAN ALOR PASIR,SMK,KELANTAN,PPD TANAH MERAH,True
DEA5420,SEKOLAH MENENGAH KEBANGSAAN KEMAHANG,SMK,KELANTAN,PPD TANAH MERAH,True
DEA5421,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH (2),SMK,KELANTAN,PPD TANAH MERAH,True
DEA5422,SEKOLAH MENENGAH KEBANGSAAN BUKIT BUNGA,SMK,KELANTAN,PPD TANAH MERAH,True
DEA5423,SEKOLAH MENENGAH KEBANGSAAN DATO' MAHMUD PADUKA RAJA (2),SMK,KELANTAN,PPD TANAH MERAH,True
DEA5424,SEKOLAH MENENGAH KEBANGSAAN BELIMBING,SMK,KELANTAN,PPD TANAH MERAH,True
DEE5324,SEKOLAH MENENGAH KEBANGSAAN DATO' MAHMUD PADUKA RAJA (1),SMK,KELANTAN,PPD TANAH MERAH,True
DFT5001,SMU (ARAB) AL-FITRAH,SM SABK,KELANTAN,PPD TANAH MERAH,True
DFT5002,SMU (ARAB) DARUL ULUM,SM SABK,KELANTAN,PPD TANAH MERAH,True
DFT5003,SMU (ARAB) TARBIAH ISLAMIAH,SM SABK,KELANTAN,PPD TANAH MERAH,True
DFT5004,SMU (ARAB) ARABIAH,SM SABK,KELANTAN,PPD TANAH MERAH,True
DHA5002,KOLEJ VOKASIONAL TANAH MERAH,KV,KELANTAN,PPD TANAH MERAH,True
DRA5425,SEKOLAH BERASRAMA PENUH INTEGRASI TANAH MERAH,SBP,KELANTAN,PPD TANAH MERAH,True
DEA6357,SEKOLAH MENENGAH KEBANGSAAN CHABANG EMPAT,SMK,KELANTAN,PPD TUMPAT,True
DEA6358,SEKOLAH MENENGAH KEBANGSAAN DATO BIJI WANGSA,SMK,KELANTAN,PPD TUMPAT,True
DEA6359,SEKOLAH MENENGAH KEBANGSAAN KAMPONG LAUT,SMK,KELANTAN,PPD TUMPAT,True
DEA6360,SEKOLAH MENENGAH KEBANGSAAN MAHMUD MAHYIDIN,SMK,KELANTAN,PPD TUMPAT,True
DEA6361,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PINANG,SMK,KELANTAN,PPD TUMPAT,True
DEA6362,SEKOLAH MENENGAH KEBANGSAAN WAKAF BHARU,SMK,KELANTAN,PPD TUMPAT,True
DEA6363,SEKOLAH MENENGAH KEBANGSAAN GETING,SMK,KELANTAN,PPD TUMPAT,True
DEA6364,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,SMK,KELANTAN,PPD TUMPAT,True
DEA6365,SEKOLAH MENENGAH KEBANGSAAN KUTAN,SMK,KELANTAN,PPD TUMPAT,True
DEA6366,SEKOLAH MENENGAH KEBANGSAAN PULAU BELURU,K11,KELANTAN,PPD TUMPAT,True
DEE6362,SEKOLAH MENENGAH KEBANGSAAN TUMPAT,SMK,KELANTAN,PPD TUMPAT,True
DFT6001,SEKOLAH MENENGAH UGAMA (ARAB) MARDZIAH,SM SABK,KELANTAN,PPD TUMPAT,True
DFT6002,SMU (A) NURUL HUDA KAJANG SEBIDANG,SM SABK,KELANTAN,PPD TUMPAT,True
DRA6001,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) FALAHIAH,SMKA,KELANTAN,PPD TUMPAT,True
MEA0071,SEKOLAH MENENGAH KEBANGSAAN GHAFAR BABA,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0072,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI TALIB KARIM,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0073,SEKOLAH MENENGAH KEBANGSAAN RAHMAT,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0074,SEKOLAH MENENGAH KEBANGSAAN ADE PUTRA,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0075,SEKOLAH MENENGAH KEBANGSAAN NANING,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0095,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0099,SEKOLAH MENENGAH KEBANGSAAN HANG KASTURI,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0100,SEKOLAH MENENGAH KEBANGSAAN SUNGAI UDANG,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0101,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0102,SEKOLAH MENENGAH KEBANGSAAN TEBONG,SMK,MELAKA,PPD ALOR GAJAH,True
MEA0103,SEKOLAH MENENGAH SAINS ALOR GAJAH,SBP,MELAKA,PPD ALOR GAJAH,True
MEB0077,SEKOLAH MENENGAH KEBANGSAAN SERI PENGKALAN,SMK,MELAKA,PPD ALOR GAJAH,True
MEB0078,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,SMK,MELAKA,PPD ALOR GAJAH,True
MEB0079,SEKOLAH MENENGAH KEBANGSAAN SULTAN ALAUDDIN,SMK,MELAKA,PPD ALOR GAJAH,True
MEE0074,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR SHAH,SMK,MELAKA,PPD ALOR GAJAH,True
MEE0075,SEKOLAH MENENGAH KEBANGSAAN DATO' DOL SAID,SMK,MELAKA,PPD ALOR GAJAH,True
MEE0094,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,SMK,MELAKA,PPD ALOR GAJAH,True
MFT0001,SEKOLAH MENENGAH AGAMA AL-EHYA AL-KARIM,SM SABK,MELAKA,PPD ALOR GAJAH,True
MFT0002,SMA JAIM AL-ASYRAF,SM SABK,MELAKA,PPD ALOR GAJAH,True
MFT0003,SEKOLAH MENENGAH ARAB (JAIM) DARUL FALAH,SM SABK,MELAKA,PPD ALOR GAJAH,True
MFT0004,SEKOLAH MENENGAH IMTIAZ ULUL ALBAB MELAKA,SM SABK,MELAKA,PPD ALOR GAJAH,True
MHA0001,KOLEJ VOKASIONAL DATUK SERI MOHD. ZIN,KV,MELAKA,PPD ALOR GAJAH,True
MEA1060,SEKOLAH MENENGAH KEBANGSAAN ISKANDAR SHAH,SMK,MELAKA,PPD JASIN,True
MEA1061,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL RAHMAN YA'KUB,SMK,MELAKA,PPD JASIN,True
MEA1072,SEKOLAH MENENGAH KEBANGSAAN SRI MAHKOTA,SMK,MELAKA,PPD JASIN,True
MEA1076,SEKOLAH MENENGAH KEBANGSAAN SIMPANG BEKOH,SMK,MELAKA,PPD JASIN,True
MEA1077,SEKOLAH MENENGAH KEBANGSAAN SELANDAR,SMK,MELAKA,PPD JASIN,True
MEA1078,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RAMBAI,SMK,MELAKA,PPD JASIN,True
MEA1079,SEKOLAH MENENGAH KEBANGSAAN NYALAS,SMK,MELAKA,PPD JASIN,True
MEA1080,SEKOLAH MENENGAH KEBANGSAAN SERI BEMBAN,SMK,MELAKA,PPD JASIN,True
MEA1081,SEKOLAH MENENGAH KEBANGSAAN TUN SYED ZAHIRUDDIN,SMK,MELAKA,PPD JASIN,True
MEB1063,SEKOLAH MENENGAH KEBANGSAAN DATUK BENDAHARA,SMK,MELAKA,PPD JASIN,True
MEB1064,SEKOLAH MENENGAH KEBANGSAAN DANG ANUM,SMK,MELAKA,PPD JASIN,True
MEB1065,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,SMK,MELAKA,PPD JASIN,True
MFT1001,SEKOLAH MENENGAH ARAB ASSAIYIDAH KHADIJAH,SM SABK,MELAKA,PPD JASIN,True
MFT1002,SEKOLAH MENENGAH ARB.ASSYAKIRIN,SM SABK,MELAKA,PPD JASIN,True
MFT1003,SEKOLAH MENENGAH TAHFIZ AL QURAN (JAIM),SM SABK,MELAKA,PPD JASIN,True
MHA1001,KOLEJ VOKASIONAL DATUK SERI ABU ZAHAR ISNIN,KV,MELAKA,PPD JASIN,True
MRA1001,SEKOLAH BERASRAMA PENUH INTEGRASI SELANDAR,SBP,MELAKA,PPD JASIN,True
MRA1002,SEKOLAH MENENGAH KEBANGSAAN AGAMA TUN PERAK,SMKA,MELAKA,PPD JASIN,True
MEA2086,SEKOLAH MENENGAH KEBANGSAAN TUN TIJAH,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2087,SEKOLAH MENENGAH KEBANGSAAN MUNSHI ABDULLAH,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2088,SEKOLAH MENENGAH KEBANGSAAN TUN MUTAHIR,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2089,SEKOLAH MENENGAH KEBANGSAAN SERI TANJUNG,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2091,SEKOLAH MENENGAH KEBANGSAAN AIR MOLEK,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2092,SEKOLAH MENENGAH KEBANGSAAN KLEBANG BESAR,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2093,SEKOLAH MENENGAH KEBANGSAAN BUKIT BARU,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2094,SEKOLAH MENENGAH KEBANGSAAN TUN HAJI ABD MALEK,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2095,SEKOLAH MENENGAH KEBANGSAAN BUKIT KATIL,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2096,SEKOLAH MENENGAH KEBANGSAAN MALIM,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2097,SEKOLAH MENENGAH KEBANGSAAN PADANG TEMU,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2098,SEKOLAH MENENGAH KEBANGSAAN TELOK MAS,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2099,SEKOLAH MENENGAH KEBANGSAAN BUKIT RAMBAI,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2100,SEKOLAH MENENGAH KEBANGSAAN AYER KEROH,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2101,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG GELAM,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2102,SEKOLAH MENENGAH KEBANGSAAN PERNU,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2103,SEKOLAH MENENGAH KEBANGSAAN PAYA RUMPUT,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2104,SEKOLAH MENENGAH KEBANGSAAN KRUBONG,SMK,MELAKA,PPD MELAKA TENGAH,True
MEA2105,SEKOLAH MENENGAH KEBANGSAAN SERI DUYONG,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2090,SEKOLAH MENENGAH KEBANGSAAN TINGGI MELAKA,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2091,SEKOLAH MENENGAH KEBANGSAAN GAJAH BERANG,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2092,SEKOLAH MENENGAH KEBANGSAAN TINGGI PEREMPUAN,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2093,SEKOLAH MENENGAH KEBANGSAAN TINGGI ST DAVID,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2094,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS) MELAKA ( M ),SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2095,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN METHODIST,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2096,SEKOLAH MENENGAH KEBANGSAAN ST FRANCIS,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2097,SEKOLAH MENENGAH KEBANGSAAN INFANT JESUS CONVENT,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2098,SEKOLAH MENENGAH KEBANGSAAN CANOSSA CONVENT ( M ),SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2099,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2100,SEKOLAH MENENGAH KEBANGSAAN NOTRE DAME CONVENT,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2101,SEKOLAH MENENGAH KEBANGSAAN YOK BIN,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2102,SEKOLAH MENENGAH KEBANGSAAN TUN TUAH,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2103,KOLEJ TINGKATAN ENAM TUN FATIMAH,KT6,MELAKA,PPD MELAKA TENGAH,True
MEB2104,SEKOLAH MENENGAH KEBANGSAAN TINGGI CINA MELAKA,SMK,MELAKA,PPD MELAKA TENGAH,True
MEB2145,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA,SMK,MELAKA,PPD MELAKA TENGAH,True
MEE2141,SEKOLAH MENENGAH SAINS MUZAFFAR SHAH,SBP,MELAKA,PPD MELAKA TENGAH,True
MFT2001,SEKOLAH MENENGAH AGAMA JAIM AL AHMADI,SM SABK,MELAKA,PPD MELAKA TENGAH,True
MHA2002,KOLEJ VOKASIONAL MELAKA TENGAH,KV,MELAKA,PPD MELAKA TENGAH,True
MKB2144,SEKOLAH MENENGAH TEKNIK BUKIT PIATU,SMT,MELAKA,PPD MELAKA TENGAH,True
MRA2125,SEKOLAH MENENGAH KEBANGSAAN AGAMA SULTAN MUHAMMAD,SMKA,MELAKA,PPD MELAKA TENGAH,True
MRA2127,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHARIFAH RODZIAH,SMKA,MELAKA,PPD MELAKA TENGAH,True
NEA0025,SEKOLAH MENENGAH KEBANGSAAN DATO' UNDANG MUSA AL-HAJ,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA0026,SEKOLAH MENENGAH KEBANGSAAN DATO' UNDANG SYED ALI AL-JUFRI SIMPANG GELAMI,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA0029,SEKOLAH MENENGAH KEBANGSAAN DATUK UNDANG ABDULLAH,K11,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6001,SEKOLAH MENENGAH KEBANGSAAN BAHAU,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6002,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PASOH 2,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6003,SEKOLAH MENENGAH KEBANGSAAN SERI PERPATIH,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6005,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PALONG DUA,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6006,SEKOLAH MENENGAH KEBANGSAAN (FELDA) LUI BARAT,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6007,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PALONG 7,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6008,SEKOLAH MENENGAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6009,SEKOLAH MENENGAH KEBANGSAAN SERTING HILIR KOMPLEKS,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6010,SEKOLAH MENENGAH KEBANGSAAN ALAM BERAJA,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6011,SEKOLAH MENENGAH KEBANGSAAN SERI JEMPOL,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA6012,SEKOLAH MENENGAH KEBANGSAAN BAHAU 2,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEB0026,SEKOLAH MENENGAH KEBANGSAAN UNDANG JELEBU,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEB0027,SEKOLAH MENENGAH KEBANGSAAN PERTANG,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEB6001,SEKOLAH MENENGAH KEBANGSAAN CHI WEN,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEE0028,SEKOLAH MENENGAH KEBANGSAAN TERIANG HILIR,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEE6001,SEKOLAH MENENGAH KEBANGSAAN DATUK MANSOR,SMK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEE6002,SEKOLAH MENENGAH KEBANGSAAN BATU KIKIR,MODEL KHAS,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NFT0001,SEKOLAH MENENGAH AGAMA KUALA KLAWANG,SM SABK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NFT0002,SEKOLAH MENENGAH AGAMA DATO' HAJI TAN AHMAD,SM SABK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NFT6001,SEKOLAH MENENGAH AGAMA HAJI MUHAMAD,SM SABK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NFT6002,SEKOLAH MENENGAH AGAMA DATO' HAJI MUSTAFA,SM SABK,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NHA0001,KOLEJ VOKASIONAL KUALA KLAWANG,KV,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NRA6001,SEKOLAH BERASRAMA PENUH INTEGRASI JEMPOL,SBP,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,True
NEA1080,SEKOLAH MENENGAH KEBANGSAAN ZABA,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEA1081,SEKOLAH MENENGAH KEBANGSAAN DANGI,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEA1083,SEKOLAH MENENGAH KEBANGSAAN JUASSEH,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEA1084,SEKOLAH MENENGAH KEBANGSAAN SENALING,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEA6004,SEKOLAH MENENGAH KEBANGSAAN JELAI,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEB1081,SEKOLAH MENENGAH KEBANGSAAN TUANKU MUHAMMAD,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEB1082,SEKOLAH MENENGAH KEBANGSAAN TUNKU KURSHIAH,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEB1083,SEKOLAH MENENGAH KEBANGSAAN CHUNG HUA,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEE1086,SEKOLAH MENENGAH KEBANGSAAN TUNKU BESAR BURHANUDDIN,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEE1087,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL SAMAD,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEE1088,SEKOLAH MENENGAH KEBANGSAAN DATUK UNDANG ABDUL MANAP,SMK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEE1098,SEKOLAH MENENGAH SAINS TUANKU JAAFAR,SBP,NEGERI SEMBILAN,PPD KUALA PILAH,True
NFT1001,SEKOLAH MENENGAH RENDAH AGAMA JOHOL,SM SABK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NFT1002,SEKOLAH MENENGAH AGAMA ULU JEMPOL,SM SABK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NFT1003,SEKOLAH MENENGAH AGAMA SAINS KUALA PILAH,SM SABK,NEGERI SEMBILAN,PPD KUALA PILAH,True
NHA1001,KOLEJ VOKASIONAL JUASSEH,KV,NEGERI SEMBILAN,PPD KUALA PILAH,True
NEA2052,SEKOLAH MENENGAH KEBANGSAAN RAJA JUMAAT,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEA2053,SEKOLAH MENENGAH KEBANGSAAN DATUK HAJI ABDUL SAMAD,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEA2055,SEKOLAH MENENGAH KEBANGSAAN YAM TUAN RADIN,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEA2056,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG BARU SIRUSA,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEA2057,SEKOLAH MENENGAH KEBANGSAAN INTAN PERDANA,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEB2054,SEKOLAH MENENGAH KEBANGSAAN TINGGI PORT DICKSON,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEE2057,SEKOLAH MENENGAH KEBANGSAAN DATUK MUHAMMAD YUSOF,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEE2064,SEKOLAH MENENGAH KEBANGSAAN PASIR PANJANG,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEE2065,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEE2068,SEKOLAH MENENGAH KEBANGSAAN BUKIT SAUJANA,SMK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NFT2001,SEKOLAH MENENGAH AGAMA CHUAH,SM SABK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NFT2002,SEKOLAH MENENGAH AGAMA TELOK KEMANG,SM SABK,NEGERI SEMBILAN,PPD PORT DICKSON,True
NHA2002,KOLEJ VOKASIONAL PORT DICKSON,KV,NEGERI SEMBILAN,PPD PORT DICKSON,True
NEA3035,SEKOLAH MENENGAH KEBANGSAAN DATO' SEDIA RAJA,SMK,NEGERI SEMBILAN,PPD REMBAU,True
NEA3036,SEKOLAH MENENGAH KEBANGSAAN DATO' UNDANG HAJI ADNAN,SMK,NEGERI SEMBILAN,PPD REMBAU,True
NEA3037,SEKOLAH MENENGAH SAINS REMBAU,SBP,NEGERI SEMBILAN,PPD REMBAU,True
NEA3038,SEKOLAH MENENGAH KEBANGSAAN PEDAS,SMK,NEGERI SEMBILAN,PPD REMBAU,True
NEB3036,SEKOLAH MENENGAH KEBANGSAAN UNDANG REMBAU,SMK,NEGERI SEMBILAN,PPD REMBAU,True
NEE3037,SEKOLAH MENENGAH KEBANGSAAN DATUK ABDULLAH,SMK,NEGERI SEMBILAN,PPD REMBAU,True
NFT3001,SEKOLAH MENENGAH AGAMA HAJI MOHD.YATIM,SM SABK,NEGERI SEMBILAN,PPD REMBAU,True
NFT3002,SEKOLAH MENENGAH AGAMA HAJI IBRAHIM REMBAU,SM SABK,NEGERI SEMBILAN,PPD REMBAU,True
NHA3001,KOLEJ VOKASIONAL DATO' UNDANG HJ. MUHAMAD SHARIP,KV,NEGERI SEMBILAN,PPD REMBAU,True
NHA3002,KOLEJ VOKASIONAL DATO LELA MAHARAJA,KV,NEGERI SEMBILAN,PPD REMBAU,True
NRA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA DATO' HAJI ABU HASSAN HAJI SAIL,SMKA,NEGERI SEMBILAN,PPD REMBAU,True
NEA4088,SEKOLAH MENENGAH KEBANGSAAN TUNKU AMPUAN DURAH,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4090,SEKOLAH MENENGAH KEBANGSAAN BUKIT MEWAH,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4098,SEKOLAH MENENGAH KEBANGSAAN DATO' SHAHARDIN,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4099,SEKOLAH MENENGAH KEBANGSAAN MAMBAU,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4100,SEKOLAH MENENGAH KEBANGSAAN SENAWANG,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4101,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI MOHD REDZA,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4102,SEKOLAH MENENGAH KEBANGSAAN PENDETA ZA'BA,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4103,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS KLIA,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4104,SEKOLAH MENENGAH KEBANGSAAN DESA CEMPAKA,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4105,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4106,SEKOLAH MENENGAH KEBANGSAAN SERI PAGI,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4107,SEKOLAH MENENGAH KEBANGSAAN TAMAN TUANKU JAAFAR,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4108,SEKOLAH MENENGAH SAINS TUANKU MUNAWIR,SBP,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4109,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN 2,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4110,SEKOLAH MENENGAH KEBANGSAAN PANCHOR,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4111,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN JAYA,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4112,SEKOLAH MENENGAH KEBANGSAAN BUKIT KEPAYANG,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4113,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN JAYA 2,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4114,KOLEJ TINGKATAN ENAM TUANKU MUHRIZ,KT6,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4115,SEKOLAH MENENGAH KEBANGSAAN WARISAN PUTERI,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4116,SEKOLAH MENENGAH KEBANGSAAN DATO' SHAMSUDIN NAIN,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4117,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN 3,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4118,SEKOLAH MENENGAH SAINS TUANKU AISHAH ROHANI,SBP,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4119,SEKOLAH MENENGAH KEBANGSAAN CHAN WA II,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4120,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SRI SENDAYAN,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4121,SEKOLAH MENENGAH KEBANGSAAN BANDAR ENSTEK,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEA4122,SEKOLAH MENENGAH KEBANGSAAN NILAI IMPIAN,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEB4089,SEKOLAH MENENGAH KEBANGSAAN KING GEORGE V,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
NEB4090,SEKOLAH MENENGAH KEBANGSAAN ST PAUL,SMK,NEGERI SEMBILAN,PPD SEREMBAN,True
